cluster_id,num_applications,cluster_first_app,cluster_last_app
6395.0,104,2017-06-08 19:44:14,2017-06-09 22:11:07
7206.0,104,2017-06-08 19:46:37,2017-06-09 22:12:48
4989.0,104,2017-06-08 19:30:27,2017-06-09 21:54:36
7087.0,104,2017-06-08 19:46:11,2017-06-09 22:12:25
4391.0,104,2017-06-08 19:29:02,2017-06-09 21:46:33
6799.0,104,2017-06-08 19:45:03,2017-06-09 22:11:52
6469.0,104,2017-06-08 19:44:22,2017-06-09 22:11:15
5841.0,104,2017-06-08 19:43:14,2017-06-09 22:03:06
5074.0,104,2017-06-08 19:30:44,2017-06-09 21:54:45
4817.0,104,2017-06-08 19:29:53,2017-06-09 21:54:16
6954.0,104,2017-06-08 19:45:37,2017-06-09 22:12:09
6044.0,104,2017-06-08 19:43:36,2017-06-09 22:03:28
6000.0,104,2017-06-08 19:43:31,2017-06-09 22:03:23
5131.0,104,2017-06-08 19:41:54,2017-06-09 21:54:52
4629.0,104,2017-06-08 19:29:28,2017-06-09 21:47:12
6744.0,104,2017-06-08 19:44:53,2017-06-09 22:11:46
6758.0,104,2017-06-08 19:44:55,2017-06-09 22:11:48
7060.0,104,2017-06-08 19:46:04,2017-06-09 22:12:21
5769.0,104,2017-06-08 19:43:06,2017-06-09 22:02:58
6100.0,104,2017-06-08 19:43:42,2017-06-09 22:03:34
5574.0,104,2017-06-08 19:42:44,2017-06-09 22:02:35
6658.0,104,2017-06-08 19:44:43,2017-06-09 22:11:37
5481.0,104,2017-06-08 19:42:34,2017-06-09 21:55:41
5797.0,104,2017-06-08 19:43:09,2017-06-09 22:03:01
6820.0,104,2017-06-08 19:45:07,2017-06-09 22:11:54
4421.0,104,2017-06-08 19:29:05,2017-06-09 21:46:37
3811.0,104,2017-06-08 19:27:58,2017-06-09 21:38:51
5147.0,104,2017-06-08 19:41:56,2017-06-09 21:54:53
7132.0,104,2017-06-08 19:46:21,2017-06-09 22:12:34
4392.0,104,2017-06-08 19:29:02,2017-06-09 21:46:33
5729.0,104,2017-06-08 19:43:01,2017-06-09 22:02:53
6036.0,104,2017-06-08 19:43:35,2017-06-09 22:03:27
6356.0,104,2017-06-08 19:44:10,2017-06-09 22:04:16
6539.0,104,2017-06-08 19:44:30,2017-06-09 22:11:23
6457.0,104,2017-06-08 19:44:21,2017-06-09 22:11:14
6548.0,104,2017-06-08 19:44:31,2017-06-09 22:11:24
6638.0,104,2017-06-08 19:44:41,2017-06-09 22:11:34
4858.0,104,2017-06-08 19:30:00,2017-06-09 21:54:21
5035.0,104,2017-06-08 19:30:36,2017-06-09 21:54:41
6769.0,104,2017-06-08 19:44:57,2017-06-09 22:11:49
5805.0,104,2017-06-08 19:43:10,2017-06-09 22:03:02
7148.0,104,2017-06-08 19:46:24,2017-06-09 22:12:37
6071.0,104,2017-06-08 19:43:39,2017-06-09 22:03:31
5602.0,104,2017-06-08 19:42:47,2017-06-09 22:02:38
4739.0,104,2017-06-08 19:29:40,2017-06-09 21:54:07
5409.0,104,2017-06-08 19:42:26,2017-06-09 21:55:28
5120.0,104,2017-06-08 19:41:52,2017-06-09 21:54:50
5908.0,104,2017-06-08 19:43:21,2017-06-09 22:03:13
7083.0,104,2017-06-08 19:46:10,2017-06-09 22:12:25
6926.0,104,2017-06-08 19:45:30,2017-06-09 22:12:06
5038.0,104,2017-06-08 19:30:37,2017-06-09 21:54:41
6221.0,104,2017-06-08 19:43:56,2017-06-09 22:03:50
6654.0,104,2017-06-08 19:44:43,2017-06-09 22:11:36
5369.0,104,2017-06-08 19:42:21,2017-06-09 21:55:20
5740.0,104,2017-06-08 19:43:03,2017-06-09 22:02:54
4070.0,104,2017-06-08 19:28:27,2017-06-09 21:45:57
5939.0,104,2017-06-08 19:43:24,2017-06-09 22:03:17
7014.0,104,2017-06-08 19:45:54,2017-06-09 22:12:15
5463.0,104,2017-06-08 19:42:32,2017-06-09 21:55:38
6944.0,104,2017-06-08 19:45:34,2017-06-09 22:12:08
7141.0,104,2017-06-08 19:46:23,2017-06-09 22:12:35
6506.0,104,2017-06-08 19:44:26,2017-06-09 22:11:19
6319.0,104,2017-06-08 19:44:06,2017-06-09 22:04:09
5898.0,104,2017-06-08 19:43:20,2017-06-09 22:03:12
6379.0,104,2017-06-08 19:44:13,2017-06-09 22:04:21
6912.0,104,2017-06-08 19:45:27,2017-06-09 22:12:04
5379.0,104,2017-06-08 19:42:23,2017-06-09 21:55:22
5603.0,104,2017-06-08 19:42:47,2017-06-09 22:02:38
6770.0,104,2017-06-08 19:44:57,2017-06-09 22:11:49
6771.0,104,2017-06-08 19:44:57,2017-06-09 22:11:49
7062.0,104,2017-06-08 19:46:04,2017-06-09 22:12:21
4415.0,104,2017-06-08 19:29:05,2017-06-09 21:46:36
5374.0,104,2017-06-08 19:42:22,2017-06-09 21:55:21
6777.0,104,2017-06-08 19:44:59,2017-06-09 22:11:50
7192.0,104,2017-06-08 19:46:34,2017-06-09 22:12:45
6996.0,104,2017-06-08 19:45:49,2017-06-09 22:12:13
7080.0,104,2017-06-08 19:46:09,2017-06-09 22:12:24
5831.0,104,2017-06-08 19:43:13,2017-06-09 22:03:05
5316.0,104,2017-06-08 19:42:15,2017-06-09 21:55:11
6441.0,104,2017-06-08 19:44:19,2017-06-09 22:11:12
4401.0,104,2017-06-08 19:29:03,2017-06-09 21:46:34
5394.0,104,2017-06-08 19:42:24,2017-06-09 21:55:25
6831.0,104,2017-06-08 19:45:10,2017-06-09 22:11:55
5930.0,104,2017-06-08 19:43:23,2017-06-09 22:03:16
4625.0,104,2017-06-08 19:29:28,2017-06-09 21:47:11
6659.0,104,2017-06-08 19:44:43,2017-06-09 22:11:37
6977.0,104,2017-06-08 19:45:45,2017-06-09 22:12:11
6342.0,104,2017-06-08 19:44:09,2017-06-09 22:04:13
6883.0,104,2017-06-08 19:45:21,2017-06-09 22:12:01
4994.0,104,2017-06-08 19:30:28,2017-06-09 21:54:37
5088.0,104,2017-06-08 19:30:47,2017-06-09 21:54:47
5408.0,104,2017-06-08 19:42:26,2017-06-09 21:55:27
5673.0,104,2017-06-08 19:42:55,2017-06-09 22:02:46
5180.0,104,2017-06-08 19:41:59,2017-06-09 21:54:57
7027.0,104,2017-06-08 19:45:57,2017-06-09 22:12:16
3838.0,104,2017-06-08 19:28:01,2017-06-09 21:45:30
5889.0,104,2017-06-08 19:43:19,2017-06-09 22:03:11
4862.0,104,2017-06-08 19:30:01,2017-06-09 21:54:21
6140.0,104,2017-06-08 19:43:47,2017-06-09 22:03:38
6554.0,104,2017-06-08 19:44:32,2017-06-09 22:11:25
6343.0,104,2017-06-08 19:44:09,2017-06-09 22:04:13
4695.0,104,2017-06-08 19:29:36,2017-06-09 21:54:03
4001.0,104,2017-06-08 19:28:19,2017-06-09 21:45:49
6368.0,104,2017-06-08 19:44:11,2017-06-09 22:04:18
5716.0,104,2017-06-08 19:43:00,2017-06-09 22:02:52
5234.0,104,2017-06-08 19:42:06,2017-06-09 21:55:03
4030.0,104,2017-06-08 19:28:23,2017-06-09 21:45:52
6105.0,104,2017-06-08 19:43:43,2017-06-09 22:03:34
6532.0,104,2017-06-08 19:44:29,2017-06-09 22:11:22
7002.0,104,2017-06-08 19:45:50,2017-06-09 22:12:14
6448.0,104,2017-06-08 19:44:20,2017-06-09 22:11:13
5412.0,104,2017-06-08 19:42:26,2017-06-09 21:55:28
7122.0,104,2017-06-08 19:46:19,2017-06-09 22:12:32
7030.0,104,2017-06-08 19:45:57,2017-06-09 22:12:17
5961.0,104,2017-06-08 19:43:27,2017-06-09 22:03:19
6635.0,104,2017-06-08 19:44:41,2017-06-09 22:11:34
5942.0,104,2017-06-08 19:43:25,2017-06-09 22:03:17
5760.0,104,2017-06-08 19:43:05,2017-06-09 22:02:57
5387.0,104,2017-06-08 19:42:23,2017-06-09 21:55:24
5601.0,104,2017-06-08 19:42:47,2017-06-09 22:02:38
5132.0,104,2017-06-08 19:41:54,2017-06-09 21:54:52
6693.0,104,2017-06-08 19:44:47,2017-06-09 22:11:41
4265.0,104,2017-06-08 19:28:49,2017-06-09 21:46:20
5764.0,104,2017-06-08 19:43:05,2017-06-09 22:02:57
6439.0,104,2017-06-08 19:44:19,2017-06-09 22:11:12
4887.0,104,2017-06-08 19:30:06,2017-06-09 21:54:24
7025.0,104,2017-06-08 19:45:56,2017-06-09 22:12:16
5828.0,104,2017-06-08 19:43:12,2017-06-09 22:03:04
5919.0,104,2017-06-08 19:43:22,2017-06-09 22:03:14
5710.0,104,2017-06-08 19:42:59,2017-06-09 22:02:51
5800.0,104,2017-06-08 19:43:09,2017-06-09 22:03:01
7131.0,104,2017-06-08 19:46:21,2017-06-09 22:12:33
6362.0,104,2017-06-08 19:44:11,2017-06-09 22:04:17
7058.0,104,2017-06-08 19:46:03,2017-06-09 22:12:20
6048.0,104,2017-06-08 19:43:36,2017-06-09 22:03:28
5790.0,104,2017-06-08 19:43:08,2017-06-09 22:03:00
6690.0,104,2017-06-08 19:44:47,2017-06-09 22:11:40
4801.0,104,2017-06-08 19:29:50,2017-06-09 21:54:14
5421.0,104,2017-06-08 19:42:27,2017-06-09 21:55:30
5978.0,104,2017-06-08 19:43:29,2017-06-09 22:03:21
4757.0,104,2017-06-08 19:29:42,2017-06-09 21:54:09
6411.0,104,2017-06-08 19:44:16,2017-06-09 22:11:09
4492.0,104,2017-06-08 19:29:13,2017-06-09 21:46:46
6776.0,104,2017-06-08 19:44:58,2017-06-09 22:11:50
5543.0,104,2017-06-08 19:42:41,2017-06-09 22:02:32
6132.0,104,2017-06-08 19:43:46,2017-06-09 22:03:37
6583.0,104,2017-06-08 19:44:35,2017-06-09 22:11:28
6972.0,104,2017-06-08 19:45:44,2017-06-09 22:12:11
6629.0,104,2017-06-08 19:44:40,2017-06-09 22:11:33
6860.0,104,2017-06-08 19:45:16,2017-06-09 22:11:59
4896.0,104,2017-06-08 19:30:08,2017-06-09 21:54:26
4837.0,104,2017-06-08 19:29:56,2017-06-09 21:54:18
7072.0,104,2017-06-08 19:46:06,2017-06-09 22:12:23
4166.0,104,2017-06-08 19:28:38,2017-06-09 21:46:09
4045.0,104,2017-06-08 19:28:24,2017-06-09 21:45:54
6040.0,104,2017-06-08 19:43:36,2017-06-09 22:03:27
4951.0,104,2017-06-08 19:30:19,2017-06-09 21:54:32
7090.0,104,2017-06-08 19:46:12,2017-06-09 22:12:26
5835.0,104,2017-06-08 19:43:13,2017-06-09 22:03:05
6392.0,104,2017-06-08 19:44:14,2017-06-09 22:11:06
5568.0,104,2017-06-08 19:42:44,2017-06-09 22:02:35
6358.0,104,2017-06-08 19:44:10,2017-06-09 22:04:17
5489.0,104,2017-06-08 19:42:35,2017-06-09 21:55:43
5544.0,104,2017-06-08 19:42:41,2017-06-09 22:02:32
6104.0,104,2017-06-08 19:43:43,2017-06-09 22:03:34
4557.0,104,2017-06-08 19:29:20,2017-06-09 21:46:58
5073.0,104,2017-06-08 19:30:44,2017-06-09 21:54:45
4129.0,104,2017-06-08 19:28:33,2017-06-09 21:46:05
5317.0,104,2017-06-08 19:42:16,2017-06-09 21:55:12
4791.0,104,2017-06-08 19:29:48,2017-06-09 21:54:13
6190.0,104,2017-06-08 19:43:52,2017-06-09 22:03:44
5429.0,104,2017-06-08 19:42:28,2017-06-09 21:55:31
5856.0,104,2017-06-08 19:43:15,2017-06-09 22:03:08
4912.0,104,2017-06-08 19:30:11,2017-06-09 21:54:27
3994.0,104,2017-06-08 19:28:18,2017-06-09 21:45:48
6178.0,104,2017-06-08 19:43:51,2017-06-09 22:03:42
7024.0,104,2017-06-08 19:45:56,2017-06-09 22:12:16
5925.0,104,2017-06-08 19:43:23,2017-06-09 22:03:15
7100.0,104,2017-06-08 19:46:14,2017-06-09 22:12:28
4927.0,104,2017-06-08 19:30:14,2017-06-09 21:54:29
5079.0,104,2017-06-08 19:30:45,2017-06-09 21:54:46
7115.0,104,2017-06-08 19:46:17,2017-06-09 22:12:31
5684.0,104,2017-06-08 19:42:56,2017-06-09 22:02:48
4341.0,104,2017-06-08 19:28:57,2017-06-09 21:46:28
6958.0,104,2017-06-08 19:45:38,2017-06-09 22:12:09
5927.0,104,2017-06-08 19:43:23,2017-06-09 22:03:15
5833.0,104,2017-06-08 19:43:13,2017-06-09 22:03:05
3840.0,104,2017-06-08 19:28:02,2017-06-09 21:45:31
5986.0,104,2017-06-08 19:43:30,2017-06-09 22:03:22
6258.0,104,2017-06-08 19:44:00,2017-06-09 22:03:57
6047.0,104,2017-06-08 19:43:36,2017-06-09 22:03:28
6936.0,104,2017-06-08 19:45:33,2017-06-09 22:12:07
5733.0,104,2017-06-08 19:43:02,2017-06-09 22:02:53
5777.0,104,2017-06-08 19:43:07,2017-06-09 22:02:59
6524.0,104,2017-06-08 19:44:28,2017-06-09 22:11:21
4202.0,104,2017-06-08 19:28:42,2017-06-09 21:46:13
5548.0,104,2017-06-08 19:42:41,2017-06-09 22:02:32
6781.0,104,2017-06-08 19:44:59,2017-06-09 22:11:50
6702.0,104,2017-06-08 19:44:48,2017-06-09 22:11:42
5637.0,104,2017-06-08 19:42:51,2017-06-09 22:02:42
6602.0,104,2017-06-08 19:44:37,2017-06-09 22:11:30
3988.0,104,2017-06-08 19:28:18,2017-06-09 21:45:47
5469.0,104,2017-06-08 19:42:33,2017-06-09 21:55:39
5620.0,103,2017-06-08 19:42:49,2017-06-09 22:02:40
5524.0,103,2017-06-08 19:42:39,2017-06-09 21:55:50
4852.0,103,2017-06-08 19:29:59,2017-06-09 21:54:20
5660.0,103,2017-06-08 19:42:54,2017-06-09 22:02:45
6180.0,103,2017-06-08 19:43:51,2017-06-09 22:03:43
5414.0,103,2017-06-08 19:42:26,2017-06-09 21:55:29
6420.0,103,2017-06-08 19:44:17,2017-06-09 22:11:10
6102.0,103,2017-06-08 19:43:42,2017-06-09 22:03:34
6216.0,103,2017-06-08 19:43:55,2017-06-09 22:03:49
6754.0,103,2017-06-08 19:44:54,2017-06-09 22:11:47
6317.0,103,2017-06-08 19:44:06,2017-06-09 22:04:08
5991.0,103,2017-06-08 19:43:30,2017-06-09 22:03:22
6162.0,103,2017-06-08 19:43:49,2017-06-09 22:03:41
5854.0,103,2017-06-08 19:43:15,2017-06-09 22:03:07
3969.0,103,2017-06-08 19:28:16,2017-06-09 21:45:45
6295.0,103,2017-06-08 19:44:03,2017-06-09 22:04:04
5685.0,103,2017-06-08 19:42:57,2017-06-09 22:02:48
6491.0,103,2017-06-08 19:44:25,2017-06-09 22:11:18
6078.0,103,2017-06-08 19:43:40,2017-06-09 22:03:32
5537.0,103,2017-06-08 19:42:40,2017-06-09 22:02:31
7036.0,103,2017-06-08 19:45:58,2017-06-09 22:12:17
5862.0,103,2017-06-08 19:43:16,2017-06-09 22:03:08
4892.0,103,2017-06-08 19:30:07,2017-06-09 21:54:25
5014.0,103,2017-06-08 19:30:32,2017-06-09 21:54:39
6096.0,103,2017-06-08 19:43:42,2017-06-09 22:03:33
6567.0,103,2017-06-08 19:44:33,2017-06-09 22:11:26
5731.0,103,2017-06-08 19:43:02,2017-06-09 22:02:53
4573.0,103,2017-06-08 19:29:22,2017-06-09 21:47:01
5398.0,103,2017-06-08 19:42:25,2017-06-09 21:55:26
6447.0,103,2017-06-08 19:44:20,2017-06-09 22:11:13
6815.0,103,2017-06-08 19:45:06,2017-06-09 22:11:54
5682.0,103,2017-06-08 19:42:56,2017-06-09 22:02:48
6424.0,103,2017-06-08 19:44:18,2017-06-09 22:11:10
6978.0,103,2017-06-08 19:45:45,2017-06-09 22:12:11
6328.0,103,2017-06-08 19:44:07,2017-06-09 22:04:11
6530.0,103,2017-06-08 19:44:29,2017-06-09 22:11:22
6291.0,103,2017-06-08 19:44:03,2017-06-09 22:04:03
5553.0,103,2017-06-08 19:42:42,2017-06-09 22:02:33
6909.0,103,2017-06-08 19:45:26,2017-06-09 22:12:04
5440.0,103,2017-06-08 19:42:29,2017-06-09 21:55:33
6876.0,103,2017-06-08 19:45:19,2017-06-09 22:12:00
6581.0,103,2017-06-08 19:44:35,2017-06-09 22:11:28
6312.0,103,2017-06-08 19:44:05,2017-06-09 22:04:07
5802.0,103,2017-06-08 19:43:09,2017-06-09 22:03:01
6950.0,103,2017-06-08 19:45:36,2017-06-09 22:12:08
6348.0,103,2017-06-08 19:44:09,2017-06-09 22:04:14
6894.0,103,2017-06-08 19:45:23,2017-06-09 22:12:02
4504.0,103,2017-06-08 19:29:15,2017-06-09 21:46:48
6707.0,103,2017-06-08 19:44:48,2017-06-09 22:11:42
5784.0,103,2017-06-08 19:43:07,2017-06-09 22:02:59
6130.0,103,2017-06-08 19:43:45,2017-06-09 22:03:37
7237.0,103,2017-06-08 20:02:20,2017-06-09 22:12:54
6233.0,103,2017-06-08 19:43:57,2017-06-09 22:03:52
6311.0,103,2017-06-08 19:44:05,2017-06-09 22:04:07
4007.0,103,2017-06-08 19:28:20,2017-06-09 21:45:49
5656.0,103,2017-06-08 19:42:53,2017-06-09 22:02:44
6795.0,103,2017-06-08 19:45:02,2017-06-09 22:11:52
3773.0,103,2017-06-08 19:27:54,2017-06-09 21:38:44
6293.0,103,2017-06-08 19:44:03,2017-06-09 22:04:03
6611.0,103,2017-06-08 19:44:38,2017-06-09 22:11:31
7091.0,103,2017-06-08 19:46:12,2017-06-09 22:12:26
7101.0,103,2017-06-08 19:46:14,2017-06-09 22:12:28
6766.0,103,2017-06-08 19:44:57,2017-06-09 22:11:48
6346.0,103,2017-06-08 19:44:09,2017-06-09 22:04:14
6051.0,103,2017-06-08 19:43:37,2017-06-09 22:03:29
6880.0,103,2017-06-08 19:45:20,2017-06-09 22:12:01
5808.0,103,2017-06-08 19:43:10,2017-06-09 22:03:02
6257.0,103,2017-06-08 19:43:59,2017-06-09 22:03:57
6640.0,103,2017-06-08 19:44:41,2017-06-09 22:11:35
6694.0,103,2017-06-08 19:44:47,2017-06-09 22:11:41
4924.0,103,2017-06-08 19:30:13,2017-06-09 21:54:29
5964.0,103,2017-06-08 19:43:27,2017-06-09 22:03:19
4649.0,103,2017-06-08 19:29:30,2017-06-09 21:47:15
5545.0,103,2017-06-08 19:42:41,2017-06-09 22:02:32
7077.0,103,2017-06-08 19:46:08,2017-06-09 22:12:24
6585.0,103,2017-06-08 19:44:35,2017-06-09 22:11:28
6784.0,103,2017-06-08 19:45:00,2017-06-09 22:11:50
6854.0,103,2017-06-08 19:45:15,2017-06-09 22:11:58
4238.0,103,2017-06-08 19:28:46,2017-06-09 21:46:17
5912.0,103,2017-06-08 19:43:21,2017-06-09 22:03:14
5265.0,103,2017-06-08 19:42:10,2017-06-09 21:55:06
5696.0,103,2017-06-08 19:42:58,2017-06-09 22:02:49
5354.0,103,2017-06-08 19:42:20,2017-06-09 21:55:17
6399.0,103,2017-06-08 19:44:15,2017-06-09 22:11:07
4885.0,103,2017-06-08 19:30:05,2017-06-09 21:54:24
5606.0,103,2017-06-08 19:42:48,2017-06-09 22:02:39
6237.0,103,2017-06-08 19:43:57,2017-06-09 22:03:53
5868.0,103,2017-06-08 19:43:17,2017-06-09 22:03:09
5741.0,103,2017-06-08 19:43:03,2017-06-09 22:02:54
5888.0,103,2017-06-08 19:43:19,2017-06-09 22:03:11
6678.0,103,2017-06-08 19:44:45,2017-06-09 22:11:39
5024.0,103,2017-06-08 19:30:34,2017-06-09 21:54:40
7093.0,103,2017-06-08 19:46:12,2017-06-09 22:12:27
7171.0,103,2017-06-08 19:46:29,2017-06-09 22:12:41
6307.0,103,2017-06-08 19:44:05,2017-06-09 22:04:06
6217.0,103,2017-06-08 19:43:55,2017-06-09 22:03:49
6786.0,103,2017-06-08 19:45:00,2017-06-09 22:11:51
5082.0,103,2017-06-08 19:30:46,2017-06-09 21:54:46
4903.0,103,2017-06-08 19:30:09,2017-06-09 21:54:26
4681.0,103,2017-06-08 19:29:34,2017-06-09 21:54:01
7221.0,103,2017-06-08 20:02:18,2017-06-09 22:12:51
5552.0,103,2017-06-08 19:42:42,2017-06-09 22:02:33
5773.0,103,2017-06-08 19:43:06,2017-06-09 22:02:58
6489.0,103,2017-06-08 19:44:25,2017-06-09 22:11:17
5588.0,103,2017-06-08 19:42:46,2017-06-09 22:02:37
5040.0,103,2017-06-08 19:30:38,2017-06-09 21:54:42
6535.0,103,2017-06-08 19:44:30,2017-06-09 22:11:22
5291.0,103,2017-06-08 19:42:13,2017-06-09 21:55:09
3884.0,103,2017-06-08 19:28:06,2017-06-09 21:45:35
6084.0,103,2017-06-08 19:43:40,2017-06-09 22:03:32
5997.0,103,2017-06-08 19:43:31,2017-06-09 22:03:23
6274.0,103,2017-06-08 19:44:01,2017-06-09 22:04:00
5877.0,103,2017-06-08 19:43:18,2017-06-09 22:03:10
6093.0,103,2017-06-08 19:43:41,2017-06-09 22:03:33
5914.0,103,2017-06-08 19:43:22,2017-06-09 22:03:14
6711.0,103,2017-06-08 19:44:49,2017-06-09 22:11:43
5788.0,103,2017-06-08 19:43:08,2017-06-09 22:03:00
6296.0,103,2017-06-08 19:44:04,2017-06-09 22:04:04
4264.0,103,2017-06-08 19:28:48,2017-06-09 21:46:20
5838.0,103,2017-06-08 19:43:13,2017-06-09 22:03:06
6204.0,103,2017-06-08 19:43:54,2017-06-09 22:03:47
6407.0,103,2017-06-08 19:44:16,2017-06-09 22:11:08
7088.0,103,2017-06-08 19:46:11,2017-06-09 22:12:26
5713.0,103,2017-06-08 19:43:00,2017-06-09 22:02:51
6827.0,103,2017-06-08 19:45:09,2017-06-09 22:11:55
6916.0,103,2017-06-08 19:45:28,2017-06-09 22:12:05
6605.0,103,2017-06-08 19:44:37,2017-06-09 22:11:31
5087.0,103,2017-06-08 19:30:47,2017-06-09 21:54:47
5814.0,103,2017-06-08 19:43:11,2017-06-09 22:03:03
4049.0,103,2017-06-08 19:28:25,2017-06-09 21:45:54
6698.0,103,2017-06-08 19:44:47,2017-06-09 22:11:41
7197.0,103,2017-06-08 19:46:35,2017-06-09 22:12:46
11.1,103,2017-03-29 23:45:37,2017-03-30 00:39:30
6064.0,103,2017-06-08 19:43:38,2017-06-09 22:03:30
6967.0,103,2017-06-08 19:45:40,2017-06-09 22:12:10
6210.0,103,2017-06-08 19:43:54,2017-06-09 22:03:48
7156.0,103,2017-06-08 19:46:26,2017-06-09 22:12:38
6033.0,103,2017-06-08 19:43:35,2017-06-09 22:03:27
5717.0,103,2017-06-08 19:43:00,2017-06-09 22:02:52
5865.0,103,2017-06-08 19:43:16,2017-06-09 22:03:09
5911.0,103,2017-06-08 19:43:21,2017-06-09 22:03:14
6812.0,103,2017-06-08 19:45:05,2017-06-09 22:11:53
6969.0,103,2017-06-08 19:45:40,2017-06-09 22:12:10
7111.0,103,2017-06-08 19:46:16,2017-06-09 22:12:30
6901.0,103,2017-06-08 19:45:25,2017-06-09 22:12:03
6516.0,103,2017-06-08 19:44:28,2017-06-09 22:11:20
6976.0,103,2017-06-08 19:45:45,2017-06-09 22:12:11
5502.0,103,2017-06-08 19:42:36,2017-06-09 21:55:45
6273.0,103,2017-06-08 19:44:01,2017-06-09 22:04:00
5039.0,103,2017-06-08 19:30:38,2017-06-09 21:54:42
6458.0,103,2017-06-08 19:44:21,2017-06-09 22:11:14
6110.0,103,2017-06-08 19:43:43,2017-06-09 22:03:35
6141.0,103,2017-06-08 19:43:47,2017-06-09 22:03:38
5928.0,103,2017-06-08 19:43:23,2017-06-09 22:03:15
5504.0,103,2017-06-08 19:42:36,2017-06-09 21:55:46
6075.0,103,2017-06-08 19:43:39,2017-06-09 22:03:31
7232.0,103,2017-06-08 20:02:20,2017-06-09 22:12:53
5032.0,103,2017-06-08 19:30:36,2017-06-09 21:54:41
6003.0,103,2017-06-08 19:43:31,2017-06-09 22:03:23
6194.0,103,2017-06-08 19:43:53,2017-06-09 22:03:45
6188.0,103,2017-06-08 19:43:52,2017-06-09 22:03:44
6712.0,103,2017-06-08 19:44:49,2017-06-09 22:11:43
5873.0,103,2017-06-08 19:43:17,2017-06-09 22:03:09
6663.0,103,2017-06-08 19:44:44,2017-06-09 22:11:37
5028.0,103,2017-06-08 19:30:35,2017-06-09 21:54:40
5910.0,103,2017-06-08 19:43:21,2017-06-09 22:03:13
5294.0,103,2017-06-08 19:42:13,2017-06-09 21:55:09
5535.0,103,2017-06-08 19:42:40,2017-06-09 22:02:31
7118.0,103,2017-06-08 19:46:18,2017-06-09 22:12:31
4770.0,103,2017-06-08 19:29:44,2017-06-09 21:54:11
6684.0,103,2017-06-08 19:44:46,2017-06-09 22:11:40
5016.0,103,2017-06-08 19:30:32,2017-06-09 21:54:39
4894.0,103,2017-06-08 19:30:07,2017-06-09 21:54:25
5631.0,103,2017-06-08 19:42:51,2017-06-09 22:02:41
5968.0,103,2017-06-08 19:43:28,2017-06-09 22:03:20
5542.0,103,2017-06-08 19:42:41,2017-06-09 22:02:32
6043.0,103,2017-06-08 19:43:36,2017-06-09 22:03:28
6211.0,103,2017-06-08 19:43:55,2017-06-09 22:03:48
6279.0,103,2017-06-08 19:44:02,2017-06-09 22:04:01
5738.0,103,2017-06-08 19:43:02,2017-06-09 22:02:54
7010.0,103,2017-06-08 19:45:52,2017-06-09 22:12:15
5666.0,103,2017-06-08 19:42:54,2017-06-09 22:02:46
5501.0,103,2017-06-08 19:42:36,2017-06-09 21:55:45
6692.0,103,2017-06-08 19:44:47,2017-06-09 22:11:40
6910.0,103,2017-06-08 19:45:27,2017-06-09 22:12:04
5989.0,103,2017-06-08 19:43:30,2017-06-09 22:03:22
5728.0,103,2017-06-08 19:43:01,2017-06-09 22:02:53
7159.0,103,2017-06-08 19:46:27,2017-06-09 22:12:38
5521.0,103,2017-06-08 19:42:38,2017-06-09 21:55:49
6501.0,103,2017-06-08 19:44:26,2017-06-09 22:11:19
6873.0,103,2017-06-08 19:45:19,2017-06-09 22:12:00
6338.0,103,2017-06-08 19:44:08,2017-06-09 22:04:13
6534.0,103,2017-06-08 19:44:30,2017-06-09 22:11:22
6891.0,103,2017-06-08 19:45:23,2017-06-09 22:12:02
5672.0,103,2017-06-08 19:42:55,2017-06-09 22:02:46
6756.0,103,2017-06-08 19:44:55,2017-06-09 22:11:47
6914.0,103,2017-06-08 19:45:27,2017-06-09 22:12:04
5571.0,103,2017-06-08 19:42:44,2017-06-09 22:02:35
4359.0,103,2017-06-08 19:28:59,2017-06-09 21:46:30
6907.0,103,2017-06-08 19:45:26,2017-06-09 22:12:04
5834.0,103,2017-06-08 19:43:13,2017-06-09 22:03:05
6220.0,103,2017-06-08 19:43:56,2017-06-09 22:03:50
7213.0,103,2017-06-08 20:02:17,2017-06-09 22:12:49
6116.0,103,2017-06-08 19:43:44,2017-06-09 22:03:36
5321.0,103,2017-06-08 19:42:16,2017-06-09 21:55:12
5737.0,103,2017-06-08 19:43:02,2017-06-09 22:02:54
5305.0,103,2017-06-08 19:42:14,2017-06-09 21:55:10
4756.0,103,2017-06-08 19:29:42,2017-06-09 21:54:09
5916.0,103,2017-06-08 19:43:22,2017-06-09 22:03:14
6655.0,103,2017-06-08 19:44:43,2017-06-09 22:11:36
6656.0,103,2017-06-08 19:44:43,2017-06-09 22:11:36
5533.0,103,2017-06-08 19:42:40,2017-06-09 22:02:30
5785.0,103,2017-06-08 19:43:08,2017-06-09 22:03:00
4592.0,103,2017-06-08 19:29:24,2017-06-09 21:47:05
7179.0,103,2017-06-08 19:46:31,2017-06-09 22:12:42
5590.0,103,2017-06-08 19:42:46,2017-06-09 22:02:37
6305.0,103,2017-06-08 19:44:05,2017-06-09 22:04:06
6632.0,103,2017-06-08 19:44:40,2017-06-09 22:11:34
6887.0,103,2017-06-08 19:45:22,2017-06-09 22:12:01
6148.0,103,2017-06-08 19:43:48,2017-06-09 22:03:39
